Model,Circuit,(ε δ),Noise Type,p,K*,time(sec.),robust
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.155,0.58374,30.74,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.156,0.58233,31.46,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.157,0.58102,33.17,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.158,0.57942,32.10,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.159,0.57827,31.22,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.160,0.57689,31.53,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.161,0.57534,31.80,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.162,0.57434,33.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.163,0.57259,32.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.164,0.57118,30.84,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.165,0.56999,34.49,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.166,0.56826,30.94,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.167,0.56701,31.63,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.168,0.56556,33.49,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.169,0.56402,30.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.170,0.56286,31.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.171,0.56132,33.71,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.172,0.56003,33.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.173,0.55862,34.66,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.174,0.55744,30.76,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.175,0.55599,33.71,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.176,0.55428,34.40,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.177,0.55333,32.05,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.178,0.55191,34.50,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.179,0.55056,34.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.180,0.54921,33.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.181,0.54762,32.54,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.182,0.54662,35.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.183,0.54507,33.75,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.184,0.54386,33.99,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.185,0.54264,33.18,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.186,0.54113,31.88,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.187,0.53971,35.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.188,0.53841,33.09,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.189,0.53714,32.26,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.190,0.53593,34.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.191,0.53420,32.71,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.192,0.53319,32.47,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.193,0.53189,33.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.194,0.53049,30.98,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.195,0.52907,32.99,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.196,0.52788,33.01,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.197,0.52671,33.76,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.198,0.52526,31.94,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.199,0.52386,29.87,YES
qaoa_10,c_2,"(0.0005, 0.001)",depolarizing,0.200,0.52253,32.75,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.001,0.86578,33.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.002,0.86311,32.23,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.003,0.86059,32.02,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.004,0.85828,36.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.005,0.85600,31.89,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.006,0.85384,33.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.007,0.85164,32.95,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.008,0.84980,34.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.009,0.84767,33.80,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.010,0.84545,30.05,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.011,0.84376,33.84,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.012,0.84186,31.52,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.013,0.83981,32.88,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.014,0.83817,30.93,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.015,0.83605,34.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.016,0.83406,32.14,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.017,0.83252,33.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.018,0.83065,33.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.019,0.82866,32.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.020,0.82702,35.28,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.021,0.82499,32.07,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.022,0.82321,34.71,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.023,0.82115,33.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.024,0.81969,33.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.025,0.81828,33.10,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.026,0.81605,33.49,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.027,0.81459,31.37,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.028,0.81284,33.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.029,0.81084,35.23,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.030,0.80943,33.21,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.031,0.80736,33.22,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.032,0.80559,30.65,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.033,0.80380,34.27,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.034,0.80236,35.39,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.035,0.80087,32.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.036,0.79915,34.29,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.037,0.79722,34.94,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.038,0.79572,33.81,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.039,0.79394,30.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.040,0.79249,30.42,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.041,0.79046,33.80,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.042,0.78849,33.07,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.043,0.78740,27.60,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.044,0.78609,33.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.045,0.78363,31.02,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.046,0.78209,31.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.047,0.78109,31.30,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.048,0.77872,34.39,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.049,0.77744,31.10,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.050,0.77584,30.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.051,0.77417,33.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.052,0.77293,32.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.053,0.77075,32.44,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.054,0.76959,31.82,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.055,0.76786,32.21,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.056,0.76610,30.37,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.057,0.76455,31.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.058,0.76383,32.02,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.059,0.76097,31.51,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.060,0.76061,30.27,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.061,0.75791,34.06,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.062,0.75734,31.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.063,0.75598,32.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.064,0.75404,32.46,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.065,0.75256,32.05,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.066,0.75114,29.84,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.067,0.74975,30.45,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.068,0.74778,31.19,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.069,0.74678,33.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.070,0.74462,33.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.071,0.74241,34.82,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.072,0.74201,32.84,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.073,0.74068,31.91,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.074,0.73902,33.85,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.075,0.73687,33.47,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.076,0.73645,32.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.077,0.73415,31.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.078,0.73324,32.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.079,0.73173,31.36,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.080,0.72990,34.94,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.081,0.72872,32.44,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.082,0.72664,33.11,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.083,0.72607,33.04,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.084,0.72412,32.32,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.085,0.72303,33.66,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.086,0.72153,34.02,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.087,0.72077,31.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.088,0.71876,31.84,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.089,0.71709,32.99,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.090,0.71549,31.32,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.091,0.71483,32.36,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.092,0.71265,33.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.093,0.71196,33.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.094,0.71041,33.73,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.095,0.70876,31.19,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.096,0.70809,33.13,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.097,0.70623,33.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.098,0.70522,33.55,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.099,0.70363,29.45,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.100,0.70185,32.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.101,0.70146,31.18,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.102,0.69987,32.88,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.103,0.69885,32.83,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.104,0.69737,32.60,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.105,0.69600,33.98,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.106,0.69442,32.46,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.107,0.69254,31.03,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.108,0.69104,31.47,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.109,0.69091,32.50,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.110,0.68856,31.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.111,0.68812,30.94,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.112,0.68710,32.52,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.113,0.68580,33.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.114,0.68471,30.59,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.115,0.68316,30.26,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.116,0.68217,32.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.117,0.67955,33.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.118,0.68015,31.63,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.119,0.67846,31.28,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.120,0.67751,29.91,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.121,0.67545,30.62,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.122,0.67401,32.10,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.123,0.67275,32.32,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.124,0.67219,31.19,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.125,0.67062,32.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.126,0.67050,31.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.127,0.66883,32.59,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.128,0.66766,31.98,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.129,0.66674,32.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.130,0.66479,35.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.131,0.66325,32.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.132,0.66330,31.13,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.133,0.66099,30.83,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.134,0.66097,30.95,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.135,0.65998,31.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.136,0.65770,33.42,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.137,0.65625,36.86,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.138,0.65477,33.61,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.139,0.65511,32.59,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.140,0.65370,32.09,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.141,0.65173,33.23,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.142,0.65080,32.18,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.143,0.64982,30.37,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.144,0.65011,29.95,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.145,0.64736,29.92,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.146,0.64575,32.67,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.147,0.64558,32.42,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.148,0.64340,32.59,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.149,0.64382,33.78,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.150,0.64288,33.32,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.151,0.64156,32.11,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.152,0.63960,34.25,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.153,0.63826,33.23,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.154,0.63800,33.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.155,0.63632,30.91,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.156,0.63504,32.46,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.157,0.63462,32.16,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.158,0.63380,33.85,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.159,0.63355,32.88,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.160,0.63158,31.96,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.161,0.63115,32.34,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.162,0.62988,32.85,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.163,0.62867,31.02,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.164,0.62721,34.21,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.165,0.62621,31.82,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.166,0.62615,32.16,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.167,0.62413,32.76,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.168,0.62396,32.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.169,0.62227,32.63,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.170,0.62146,31.17,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.171,0.62102,33.65,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.172,0.61902,33.79,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.173,0.61867,34.05,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.174,0.61698,33.42,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.175,0.61603,31.85,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.176,0.61555,33.68,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.177,0.61442,31.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.178,0.61447,34.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.179,0.61292,32.76,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.180,0.61174,33.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.181,0.61013,34.24,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.182,0.60984,34.57,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.183,0.60770,33.93,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.184,0.60763,33.06,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.185,0.60635,36.08,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.186,0.60589,35.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.187,0.60449,34.35,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.188,0.60286,31.95,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.189,0.60209,33.69,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.190,0.60137,32.80,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.191,0.60030,33.31,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.192,0.59926,33.01,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.193,0.59861,31.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.194,0.59834,31.48,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.195,0.59655,32.35,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.196,0.59557,32.01,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.197,0.59471,33.60,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.198,0.59441,33.04,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.199,0.59250,32.37,YES
qaoa_10,c_2,"(0.0005, 0.001)",phase flip,0.200,0.59201,33.83,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.001,0.86582,31.91,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.002,0.86314,31.96,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.003,0.86075,33.65,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.004,0.85841,31.84,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.005,0.85597,33.66,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.006,0.85411,32.33,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.007,0.85230,32.57,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.008,0.85059,32.77,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.009,0.84867,31.72,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.010,0.84786,31.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.011,0.84537,32.89,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.012,0.84466,34.93,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.013,0.84252,33.96,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.014,0.84147,32.86,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.015,0.84064,35.59,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.016,0.83773,32.97,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.017,0.83672,32.14,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.018,0.83527,34.20,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.019,0.83482,33.28,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.020,0.83285,33.71,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.021,0.83264,29.35,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.022,0.83004,32.73,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.023,0.83102,34.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.024,0.82926,34.97,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.025,0.82764,32.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.026,0.82613,33.53,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.027,0.82565,32.16,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.028,0.82491,35.73,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.029,0.82287,33.97,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.030,0.82305,34.83,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.031,0.82043,34.02,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.032,0.81915,32.24,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.033,0.81933,33.94,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.034,0.81780,33.01,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.035,0.81725,32.88,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.036,0.81651,31.91,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.037,0.81552,32.26,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.038,0.81405,31.90,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.039,0.81355,31.42,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.040,0.81275,31.27,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.041,0.81283,31.57,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.042,0.80934,32.83,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.043,0.80942,32.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.044,0.80872,32.39,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.045,0.80755,33.04,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.046,0.80735,33.56,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.047,0.80697,31.63,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.048,0.80500,34.12,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.049,0.80444,32.61,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.050,0.80587,31.87,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.051,0.80275,33.93,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.052,0.80193,31.88,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.053,0.79907,30.04,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.054,0.80090,32.82,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.055,0.80093,32.86,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.056,0.79711,33.70,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.057,0.79781,32.58,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.058,0.79710,34.41,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.059,0.79610,33.32,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.060,0.79493,34.86,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.061,0.79445,33.01,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.062,0.79338,36.15,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.063,0.79311,31.19,YES
qaoa_10,c_2,"(0.0005, 0.001)",mixed,0.064,0.79172,29.65,YES
